Tweet,Sentiment
About Friday night... Elan Vital DJing at Head in Stretford. Well he was about to anyway.,neutral
@iparky… https://t.co/p4GrRn4LJQ,neutral
We are open from midday serving Roast Dinner as well as our usual menu 👍🏻😊 https://t.co/Olg295GfNt #trafford… https://t.co/KjY3q8r1w0,neutral
☘️GOOD LUCK☘️ to everyone running for #charities in today’s #LondonMarathon 🏃🏽‍♀️especially any running for… https://t.co/l0YvB2aFa2,neutral
"The computer is on, packs are energised and the shutter is up - We are Open and ready for the day @intuTrafford… https://t.co/GhU61dBqh5",neutral
This is what we're about - showcasing the independent businesses we have across #saletown and the whole #M33 postco… https://t.co/wOdd9H9RRR,neutral
BACK TONIGHT!,positive
"Use #traffordhour in your posts to reach new people, and search the # to join the conversation :)… https://t.co/EwbfBpRxKj",neutral
RT @BowdonCricket: Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
RT @BowdonCricket: Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
The Problem with a Symbolic Resurrection | RZIM https://t.co/3TNVlE1CNY #resurrection #symbolism #church #god… https://t.co/SWFdIgpMOn,neutral
"LifeYouth Albania team are hosting a Ceilidh night to raise funds for a trip to Albania. Sat 18 May, 7:30-9:30pm. T… https://t.co/twzyx0tU8n",neutral
Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
@graynics… https://t.co/IOFGDPIPkQ,neutral
"@HIMOR_Group would you have any ideas, empty buildings or building materials to help us please?! #Veterans #Trafford https://t.co/2yznw92jft",neutral
"Lots of veterans hubs in the UK, what are people's thoughts about opening a veterans &amp; community hub in Trafford? O… https://t.co/v1PBcLoGmW",neutral
You never realize how long 3 minutes really is until you box.,negative
#pittsburgh #martialarts &amp; #boxing academy in… https://t.co/aCr4Pq7FIJ,neutral
MazZA on route 12.50 #Time #mazza see wagwan #Trafford then WiMslow road hopefully my brodi come thru with his G me… https://t.co/oCLV8CKBSV,positive
RT @CityofTreesMcr: Join us for some green space TLC in #Trafford on 2 May - https://t.co/QN3sEQIKVj @OneTrafford @TraffordCouncil https://…,neutral
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
RT @susanleigh1: Great hour’s chat with @UKIP candidate for #Trafford Village Ward Angela ONeill @TraffordSound election special https://t.…,neutral
RT @MusicInTrafford: GOOD NEWS,neutral
New students starting lessons on French Horn and Trumpet tonight at The Claremont Centre in #SaleTown  tonig…,neutral
RT @TraffordCCG: Did you know people in  #Trafford can now get urgent medical help and advice online? https://t.co/WoMBJrBe3i #111online #N…,neutral
RT @GMPUrmston: #CommunityEngagement - West Area Neighbourhood District Officers working in conjunction with friends of Oak Road Park and #…,neutral
"it's show day! 7pm this evening, £10 pay on door! The Venue on Westbourne Road, Urmston. See you there! #Urmston… https://t.co/yBp7ALl9i6",positive
RT @HaleBarnsEvents: We are super excited to announce our stage will be named the ‘B&amp;M Stage’ this year with the stage costs supported by @…,positive
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
RT @AroundTrafford: Big thank you to ( D J Roofing )  who came out to get this great big weed out of my bath outlet hopper .,positive
Along with ro…,neutral
RT @tweet_tdas: Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book soon!!…,positive
@fordsofwinsford So #MyFoWStory is buying an @Audi from the @fordsofwinsford #Trafford site and within 9 months it… https://t.co/N49XCENgMd,neutral
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
RT @BowdonCricket: Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
RT @BowdonCricket: Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
The Problem with a Symbolic Resurrection | RZIM https://t.co/3TNVlE1CNY #resurrection #symbolism #church #god… https://t.co/SWFdIgpMOn,neutral
"LifeYouth Albania team are hosting a Ceilidh night to raise funds for a trip to Albania. Sat 18 May, 7:30-9:30pm. T… https://t.co/twzyx0tU8n",neutral
Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
@graynics… https://t.co/IOFGDPIPkQ,neutral
"@HIMOR_Group would you have any ideas, empty buildings or building materials to help us please?! #Veterans #Trafford https://t.co/2yznw92jft",neutral
"Lots of veterans hubs in the UK, what are people's thoughts about opening a veterans &amp; community hub in Trafford? O… https://t.co/v1PBcLoGmW",neutral
You never realize how long 3 minutes really is until you box.,negative
#pittsburgh #martialarts &amp; #boxing academy in… https://t.co/aCr4Pq7FIJ,neutral
MazZA on route 12.50 #Time #mazza see wagwan #Trafford then WiMslow road hopefully my brodi come thru with his G me… https://t.co/oCLV8CKBSV,positive
RT @CityofTreesMcr: Join us for some green space TLC in #Trafford on 2 May - https://t.co/QN3sEQIKVj @OneTrafford @TraffordCouncil https://…,neutral
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
RT @susanleigh1: Great hour’s chat with @UKIP candidate for #Trafford Village Ward Angela ONeill @TraffordSound election special https://t.…,neutral
RT @MusicInTrafford: GOOD NEWS,neutral
New students starting lessons on French Horn and Trumpet tonight at The Claremont Centre in #SaleTown  tonig…,neutral
RT @TraffordCCG: Did you know people in  #Trafford can now get urgent medical help and advice online? https://t.co/WoMBJrBe3i #111online #N…,neutral
RT @GMPUrmston: #CommunityEngagement - West Area Neighbourhood District Officers working in conjunction with friends of Oak Road Park and #…,neutral
"it's show day! 7pm this evening, £10 pay on door! The Venue on Westbourne Road, Urmston. See you there! #Urmston… https://t.co/yBp7ALl9i6",positive
RT @HaleBarnsEvents: We are super excited to announce our stage will be named the ‘B&amp;M Stage’ this year with the stage costs supported by @…,positive
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
RT @AroundTrafford: Big thank you to ( D J Roofing )  who came out to get this great big weed out of my bath outlet hopper .,positive
Along with ro…,neutral
RT @tweet_tdas: Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book soon!!…,positive
@fordsofwinsford So #MyFoWStory is buying an @Audi from the @fordsofwinsford #Trafford site and within 9 months it… https://t.co/N49XCENgMd,neutral
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
RT @LimelightOT: We win things in #Trafford,neutral
@LimelightOT 🏆🏆🏆🏆,neutral
@ManUtd 🏆🏆🏆🏆,neutral
@lancscricket 🏆🏆🏆🏆,neutral
#Manchester,positive
#NorthWest https://t.co/oCDcBox…,neutral
"RT @HeritageHeathr: @StcXchurch getting ready to welcome people to its #coffeemorning from 11am today. Come and join in for #coffee, #cake…",positive
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @THT_Homes: We welcomed Croydon Central Labour MP and Shadow Minister for Housing @LabourSJ into our Fiona Gardens development to discus…,neutral
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
"RT @StretfordUke: A few changes this week folks. We welcome back a couple of old favourites, Folsom Prison Blues and I’m a Believer, plus s…",neutral
RT @tweet_tdas: Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book soon!!…,positive
Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book… https://t.co/z84U6Vzk9X,positive
RT @TDAS_SM: So amazing!!! Our @tweet_tdas volunteers are just the best 💖🥰💖 #volunteers #children #Easter #Trafford https://t.co/xaCrUOs9g9,positive
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
RT @QFAcad: It’s FRI-YAY! Two sessions on tonight with coaches @DepasoisMike  @colin9267 @misskirstyj88 at @TheEnergyBox1  #Levenshulme &amp;…,positive
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
RT @LimelightOT: We win things in #Trafford,neutral
@LimelightOT 🏆🏆🏆🏆,neutral
@ManUtd 🏆🏆🏆🏆,neutral
@lancscricket 🏆🏆🏆🏆,neutral
#Manchester,positive
#NorthWest https://t.co/oCDcBox…,neutral
"RT @HeritageHeathr: @StcXchurch getting ready to welcome people to its #coffeemorning from 11am today. Come and join in for #coffee, #cake…",positive
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @THT_Homes: We welcomed Croydon Central Labour MP and Shadow Minister for Housing @LabourSJ into our Fiona Gardens development to discus…,neutral
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
"RT @StretfordUke: A few changes this week folks. We welcome back a couple of old favourites, Folsom Prison Blues and I’m a Believer, plus s…",neutral
RT @tweet_tdas: Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book soon!!…,positive
Any of our amazing followers fancy attending our ladies lunch in June? Early bird discount is coming to end so book… https://t.co/z84U6Vzk9X,positive
RT @TDAS_SM: So amazing!!! Our @tweet_tdas volunteers are just the best 💖🥰💖 #volunteers #children #Easter #Trafford https://t.co/xaCrUOs9g9,positive
RT @pure_learning1: Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester #Stockport…,positive
RT @QFAcad: It’s FRI-YAY! Two sessions on tonight with coaches @DepasoisMike  @colin9267 @misskirstyj88 at @TheEnergyBox1  #Levenshulme &amp;…,positive
So amazing!!! Our @tweet_tdas volunteers are just the best 💖🥰💖 #volunteers #children #Easter #Trafford https://t.co/xaCrUOs9g9,positive
Did you know people in  #Trafford can now get urgent medical help and advice online? https://t.co/WoMBJrBe3i… https://t.co/btoh79aUle,neutral
RT @LaurusHomes: Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing Award @P…,positive
Come and meet us all I’ll be taking about two amazing opportunities on our education team #send #Manchester… https://t.co/Be85OFT1hk,positive
RT @ADCmanchester: Get your dance shoes on !!  Come and join us . #ballroom #latin #ADC #adults #urmston #trafford #manchester #danceclass…,positive
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
"Happy Friday, #Trafford! Time to relax and enjoy the weekend. If you're stuck for something to do, check out our Ev… https://t.co/2YRy3iMktw",positive
RT @Jane_Brophy: Here on @TraffordSound with Julian Newgrosh (Village Ward candidate) talking about local issues in Timperley and Trafford…,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
Get your dance shoes on !!  Come and join us . #ballroom #latin #ADC #adults #urmston #trafford #manchester… https://t.co/owefNj7uYI,positive
"RT @TraffordCCG: f you live or work in #trafford and are feeling unwell, remember, pharmacies are the first place to go for minor health co…",neutral
RT @QFAcad: It’s FRI-YAY! Two sessions on tonight with coaches @DepasoisMike  @colin9267 @misskirstyj88 at @TheEnergyBox1  #Levenshulme &amp;…,positive
RT @Jane_Brophy: Here on @TraffordSound with Julian Newgrosh (Village Ward candidate) talking about local issues in Timperley and Trafford…,neutral
"Join us for an evening with @SB_Commissioner Paul Uppal at the Chambers Open Evening, #networking with #business pe… https://t.co/gSh8ijV2cu",neutral
Here on @TraffordSound with Julian Newgrosh (Village Ward candidate) talking about local issues in Timperley and Tr… https://t.co/RMIKewyV8g,neutral
"Well it's looking like a lousy weekend weather wise, no sunny strolls or trips to the beach this weekend... only on… https://t.co/u1wnFCqLvI",negative
RT @LimelightOT: We win things in #Trafford,neutral
@LimelightOT 🏆🏆🏆🏆,neutral
@ManUtd 🏆🏆🏆🏆,neutral
@lancscricket 🏆🏆🏆🏆,neutral
#Manchester,positive
#NorthWest https://t.co/oCDcBox…,neutral
We win things in #Trafford,neutral
@LimelightOT 🏆🏆🏆🏆,neutral
@ManUtd 🏆🏆🏆🏆,neutral
@lancscricket 🏆🏆🏆🏆,neutral
#Manchester,positive
#NorthWest https://t.co/oCDcBoxKpN,neutral
RT @QFAcad: It’s FRI-YAY! Two sessions on tonight with coaches @DepasoisMike  @colin9267 @misskirstyj88 at @TheEnergyBox1  #Levenshulme &amp;…,positive
"RT @TCCDXC: Today we have been to @LimelightOT at the @TraffordCCG learning event, hearing from Trafford Gp’s about the varying treatment o…",neutral
RT @TraffordCCG: Do you live in #Trafford Worried about an urgent health problem? Find out where to go and what to do next with #NHS #111on…,neutral
"#Lawro 's latest #PremierLeague predictions are in, and #ManUtd are being tipped to stop the rot when #Chelsea come… https://t.co/uRJcmEVlgr",neutral
Here's a date for everyone's diary.. @thedeantrust Summer Fair on Saturday 13th of July at @BroadoakStaff!,neutral
#summer… https://t.co/EweCtkC87e,neutral
RT @LaurusHomes: Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing Award @P…,positive
RT @TalkTrustCare: Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing Award…,positive
Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing A… https://t.co/SfROshcnXI,neutral
Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing A… https://t.co/RLGJdXctk8,neutral
RT @LimelightOT: WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A massive…,neutral
Our fantastic @LimelightOT has WON AN AWARD...,positive
#Limelight's Architects @PRP_News only went and won the Wellbeing A… https://t.co/MmOkGJu41Q,neutral
#CommunityEngagement - West Area Neighbourhood District Officers working in conjunction with friends of Oak Road Pa… https://t.co/qjK8sWvJQ3,neutral
WE HAVE WON AN AWARD.,positive
Our Architects @PRP_News only went and won the Wellbeing Award  @PropertyAwards 2019.,neutral
A m… https://t.co/hmflYmqndJ,neutral
"RT @GMMH_NHS: Marc, Alicia and Dr McConvey presenting to #Trafford GPs on the",neutral
newly established GMMH Trafford Primary Care Mental Health an…,neutral
RT @Coffii22: Unicorn Birthday Cake &amp; cupcakes from us at @coffii22,positive
#unicorn #birthday #birthdaycake #birthdayparty #yesplease #cake #cupc…,neutral
#Repost Happy Friday😁which mood are you right now?,positive
#foodmeme #food #foodthoughts #eat #eating #funny #wokooshii… https://t.co/dJIkiw78Xc,neutral
